Year,Geography,Immig.,Dur. of unempl,Age group,Both sexes, Males, Females
2016,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),25-44 years,0.0,0.0,0.0
2016,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),45 years and over,0.0,0.0,0.0
2016,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),25-54 years,0.0,0.0,0.0
2016,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),55 years and over,0.0,0.0,0.0
2016,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),55-64 years,0.0,0.0,0.0
2016,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),65 years and over,0.0,0.0,0.0
2016,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),15-29 years,0.0,0.0,0.0
2016,Ontario,      Recent immigrants 5+ years,Average weeks unemployed (top-code = 99 weeks),25-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,15 years and over,30.3,13.2,17.1
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,15-24 years ,7.0,3.7,3.3
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,25 years and over,23.3,9.4,13.9
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,25-44 years,14.5,4.9,9.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,45 years and over,8.8,4.5,4.3
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,25-54 years,20.7,8.2,12.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,55 years and over,2.6,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,55-64 years,2.4,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,15-29 years,9.4,5.2,4.2
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Total unemployed,25-64 years,23.1,9.3,13.8
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,15 years and over,10.5,4.4,6.1
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,15-24 years ,3.2,1.6,1.6
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,25 years and over,7.3,2.7,4.6
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,25-44 years,4.5,1.9,2.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,45 years and over,2.8,0.0,2.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,25-54 years,6.6,2.6,4.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,15-29 years,4.4,2.5,1.9
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   1 - 4 weeks,25-64 years,7.2,2.7,4.6
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,15 years and over,7.8,3.6,4.2
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,15-24 years ,2.7,1.5,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,25 years and over,5.1,2.1,3.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,25-44 years,3.5,0.0,2.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,45 years and over,1.5,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,25-54 years,4.4,1.7,2.7
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,15-29 years,3.4,1.8,1.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   5 - 13 weeks,25-64 years,5.0,2.0,3.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,15 years and over,4.3,1.8,2.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,15-24 years ,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,25 years and over,3.7,1.6,2.2
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,25-44 years,2.1,0.0,1.7
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,45 years and over,1.6,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,25-54 years,3.2,0.0,1.9
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,15-29 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   14 - 25 weeks,25-64 years,3.7,1.5,2.1
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,15 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,15-24 years ,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,25 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,25-44 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,45 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,25-54 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,15-29 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   26 weeks ,25-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,15 years and over,7.2,3.2,4.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,15-24 years ,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,25 years and over,6.7,2.9,3.8
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,25-44 years,4.0,1.5,2.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,45 years and over,2.7,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,25-54 years,6.1,2.6,3.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,15-29 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   27 weeks or more,25-64 years,6.7,2.9,3.8
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,15 years and over,3.7,0.0,2.3
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,15-24 years ,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,25 years and over,3.3,0.0,2.2
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,25-44 years,1.6,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,45 years and over,1.7,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,25-54 years,3.0,0.0,2.1
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,15-29 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      27 - 51 weeks,25-64 years,3.3,0.0,2.2
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,15 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,15-24 years ,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,25 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,25-44 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,45 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,25-54 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,15-29 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      52 weeks,25-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,15 years and over,2.3,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,15-24 years ,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,25 years and over,2.1,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,25-44 years,1.6,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,45 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,25-54 years,1.9,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,15-29 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",      53 weeks or more,25-64 years,2.1,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,15 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,15-24 years ,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,25 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,25-44 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,45 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,25-54 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,15-29 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",   Duration unknown,25-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),15 years and over,20.9,24.5,18.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),15-24 years ,9.2,9.9,8.4
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),25 years and over,24.4,30.4,20.4
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),25-44 years,24.4,33.5,19.7
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),45 years and over,24.5,26.9,21.5
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),25-54 years,24.2,31.0,19.8
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),55 years and over,26.1,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),55-64 years,27.7,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),15-29 years,10.6,10.8,10.3
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (no top-code),25-64 years,24.6,30.9,20.4
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),15 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),15-24 years ,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),25 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),25-44 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),45 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),25-54 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),55 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),55-64 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),65 years and over,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),15-29 years,0.0,0.0,0.0
2016,Ontario,"          Recent immigrants, 5+ to 10 years",Average weeks unemployed (top-code = 99 weeks),25-64 years,0.0,0.0,0.0
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,15 years and over,106.9,56.7,50.2
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,15-24 years ,13.6,7.9,5.7
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,25 years and over,93.3,48.7,44.6
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,25-44 years,33.8,16.3,17.6
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,45 years and over,59.5,32.5,27.0
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,25-54 years,61.2,30.1,31.1
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,55 years and over,32.2,18.6,13.5
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,55-64 years,28.1,16.0,12.2
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,65 years and over,4.0,2.7,0.0
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,15-29 years,25.2,14.7,10.6
2016,Ontario,"          Established immigrants, 10+ years",Total unemployed,25-64 years,89.3,46.1,43.2
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,15 years and over,32.2,16.3,15.9
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,15-24 years ,5.4,3.2,2.2
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,25 years and over,26.9,13.1,13.7
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,25-44 years,10.5,5.8,4.6
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,45 years and over,16.4,7.3,9.1
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,25-54 years,18.4,9.2,9.2
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,55 years and over,8.5,4.0,4.5
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,55-64 years,7.5,3.4,4.1
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,65 years and over,0.0,0.0,0.0
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,15-29 years,9.3,5.8,3.5
2016,Ontario,"          Established immigrants, 10+ years",   1 - 4 weeks,25-64 years,25.9,12.6,13.3
2016,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,15 years and over,26.2,13.7,12.5
2016,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,15-24 years ,4.4,2.8,1.6
2016,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,25 years and over,21.8,10.8,10.9
2016,Ontario,"          Established immigrants, 10+ years",   5 - 13 weeks,25-44 years,8.6,4.5,4.1
